lemma	pos	en_word	en_definition	de_word	de_definition	fr_word	fr_definition	sentence	code	wn_definition_en	confidence_en	wn_definition_de	confidence_de	wn_definition_fr	confidence_fr
Fëllung	SUBST	filling	food	Füllung	Speisefüllung	farce	d'alimentation	an dëse Knippercher si verschidde Fëllungen 	FELLUNG1UNI1	a food mixture used to fill pastry or sandwiches etc.	0.39184296131134033				
Fëllung	SUBST	filling	of a tooth	Füllung	Zahnfüllung	plombage	obturation dentale	den Zänndokter huet mer eng nei Fëllung gemaach 	FELLUNG1UNI2	(dentistry) a dental appliance consisting of any of various substances (as metal or plastic) inserted into a prepared cavity in a tooth	0.5675777196884155				
feminin	ADJ	feminine	characteristic of a woman	feminin	einer Frau entsprechend	féminin	caractéristique de la femme	ech hu gär herb Parfumen, deen do ass mir ze feminin 	FEMININ1UNI1	befitting or characteristic of a woman especially a mature woman	0.7551999092102051			befitting or characteristic of a woman especially a mature woman	0.7551999092102051
fëmmen	VRB	to smoke	tobacco, drugs	rauchen		fumer	du tabac, des stupéfiants	mäi Bop fëmmt d'Päif 	FEMMEN1UNI1	inhale and exhale smoke from cigarettes, cigars, pipes	0.39069920778274536				
fëmmen	VRB	to smoke	to be a smoker	rauchen	Raucher sein	fumer	être fumeur	meng Kolleegin wëllt ophale mat fëmmen 	FEMMEN1UNI2	inhale and exhale smoke from cigarettes, cigars, pipes	0.5256991982460022	rauchen und stark ausatmen	0.5880297422409058		
Fëmmesch	SUBST	smoker	female	Raucherin		fumeuse		déi Fëmmesch fëmmt säit Joren dräi Päck Zigaretten den Dag 	FEMMESCH1UNI1	a party for men only (or one considered suitable for men only)	0.25604045391082764				
Fënneftchen	SUBST	five	playing card, dice	Fünf	Spielkarte, Würfel	cinq	carte à jouer, dé	et feelt eng Fënneftchen an dengem Kaartespill 	FENNEFTCHEN1UNI1	a playing card or a domino or a die whose upward face shows five pips	0.6543968319892883	eine Spielkarte oder ein Dominostein oder ein Würfel, dessen Oberseite fünf Punkte zeigt	0.717122495174408	a playing card or a domino or a die whose upward face shows five pips	0.6543968319892883
Fënneftel	SUBST	fifth	fraction	Fünftel		cinquième	fraction, part	mir hunn eréischt ee Fënneftel vum Prêt erëmbezuelt 	FENNEFTEL1UNI1	one part in five equal parts	0.382035493850708				
Fënster	SUBST	window	opening, window frame, pane of glass	Fenster	Fensteröffnung, Fensterrahmen, Fensterscheibe	fenêtre	ouverture, châssis	mir kréie méi eng grouss Fënster an der Stuff 	FENSTER1UNI1	a pane of glass in a window	0.8491140604019165	eine Öffnung, die in Aussehen oder Funktion einem Fenster ähnelt	0.6891821622848511	a window sash that is hinged (usually on one side)	0.6562992930412292
Fënster	SUBST	window	of a user interface	Fenster	einer Benutzeroberfläche	fenêtre	élément d'interface graphique	wann ech méi ewéi dräi Fënsteren ophunn, verléieren ech den Iwwerbléck 	FENSTER1UNI4	(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen	0.4473475515842438				
Fënsterbriet	SUBST	windowsill	inside	Fensterbrett	innen	rebord de fenêtre	à l'intérieur	ech hunn en ale Radio an der Kichen um Fënsterbriet stoen 	FENSTERBRIET1UNI1	the sill of a window; the horizontal member at the bottom of the window frame	0.2588876485824585				
fërderen	VRB	to support	to encourage	fördern	unterstützen	encourager	favoriser, appuyer	d'Universitéite fërderen de kulturellen Austausch 	FERDEREN1UNI1	support with evidence or authority or make more certain or confirm	0.38105735182762146	förderlich sein für	0.5619027614593506		
Fërderung	SUBST	support		Förderung	Unterstützung	soutien		d'Léierpersonal huet dacks net genuch Zäit fir d'Fërderung vun eenzele Schüler 	FERDERUNG1UNI1			jede finanzielle Unterstützung	0.540065586566925		
ferm	ADJ	strong	unwavering	fest	unbeirrbar	ferme	inébranlable	eisen Enkel huet kee ferme Charakter 	FERM1UNI1	strong and sure	0.41920721530914307			characterized by firm and unwavering conviction	0.5745044350624084
Fermium	SUBST	fermium	chemical element	Fermium	chemisches Element	fermium	élément chimique	d'Element Fermium gehéiert zum Grupp vun den Actinoiden 	FERMIUM1UNI1	a radioactive transuranic metallic element produced by bombarding plutonium with neutrons	0.4768655002117157				
fërmlech	ADJ	formal	stiff	förmlich	Benehmen	formaliste	cérémonieux	komm, mir sinn net esou fërmlech an duzen eis emol einfach! 	FERMLECH2UNI1	refined or imposing in manner or appearance; befitting a royal court	0.1602768898010254				
Fernlaster	SUBST	lorry	long-distance	Lkw	Fernlastwagen	poids lourd	véhicule	mäi Brudder fiert mat sengem Fernlaster duerch ganz Europa 	FERNLASTER1UNI1	a large truck designed to carry heavy loads; usually without sides	0.12295740097761154	ein Kraftfahrzeug, das für den Transport von Gütern geeignet ist.	0.6187346577644348		
Fernsee	SUBST	TV	set	Fernsehgerät		télévision		eise Fernsee ass just an der Hallschent vum Match futtigefuer! 	FERNSEE1UNI1	an electronic device that receives television signals and displays them on a screen	0.11963043361902237				
Fernsee	SUBST	TV	content, medium	Fernsehen	Inhalt, Medium	télévision	contenu, média	mäi Schwéierpapp sëtzt de ganzen Dag an der Fotell a kuckt de Fernsee ! 	FERNSEE1UNI2	broadcasting visual images of stationary or moving objects; ;  - Ernie Kovacs	0.24080632627010345				
Fernsee	SUBST	television	business, team	Fernsehen	Anstalt, Team	télévision	entreprise, équipe	de Fernsee war virun der Police op der Plaz vum Accident 	FERNSEE1UNI3	broadcasting visual images of stationary or moving objects; ;  - Ernie Kovacs	0.14333845674991608				
Fernsee	SUBST	television	sector of activity	Fernsehen	Gewerbe	télévision	secteur d'activité	mäi Cousin schafft als Kameramann beim Fernsee 	FERNSEE1UNI4	broadcasting visual images of stationary or moving objects; ;  - Ernie Kovacs	0.1534973680973053				
Fernsteierung	SUBST	remote control		Fernbedienung	Gerät	télécommande		d'Batterien aus der Fernsteierung si platt 	FERNSTEIERUNG1UNI1			eine Einrichtung, mit der eine Maschine oder ein Gerät aus der Ferne gesteuert werden kann	0.6047883033752441		
Fësch	SUBST	fish	animal	Fisch	Tier	poisson	animal	beim Tauchen hu mer riseg Schwäerm Fësch gesinn 	FESCH1UNI1	the flesh of fish used as food	0.2956213355064392				
Fësch	SUBST	Pisces	sign of the zodiac	Fisch	Sternzeichen	Poissons	signe astrologique	de Fësch ass eent vun den zwielef Stärenzeechen 	FESCH1UNI2	a large faint zodiacal constellation; between Aquarius and Aries	0.6555081009864807			a large faint zodiacal constellation; between Aquarius and Aries	0.6555081009864807
fëschen	VRB	to fish	to catch fish	fischen		pêcher		mir ginn haut Frelle fëschen 	FESCHEN1UNI1	catch or try to catch fish or shellfish	0.691338062286377				
fesselen	VRB	to tie up		fesseln	binden	ligoter		d'Abriecher hunn déi al Fra un d'Fotell gefesselt 	FESSELEN1UNI1			mit Ketten fesseln oder binden	0.6737488508224487		
Fesselen	SUBST	bonds	ropes	Fesseln	zum Fesseln	liens	pour ligoter	d'Police huet dem Affer d'Fesselen duerchgeschnidden 	FESSELEN2UNI1	a connection that fastens things together	0.43910762667655945				
Fest	SUBST	party		Fest	Feier	fête	réception, cérémonie	d'Jugendhaus organiséiert all Joer e Fest 	FEST1UNI1			Ein Ereignis, das veranstaltet wird.	0.5670433044433594		
fest	ADJ	tight	fastened firmly	fest	straff	serré	très ajusté, fortement tendu	ass de Verband net ze vill fest ? 	FEST2UNI1	securely or solidly fixed in place; rigid	0.6425524353981018	fest zusammengedrückt	0.5096207857131958		
fest	ADJ	deep	sleep	fest	Schlaf	profond	sommeil	erwäch däi Bridderchen net, e schléift fest ! 	FEST2UNI2	with head or back bent low	0.2175035923719406				
fest	ADJ	firm	vigorous	fest	heftig, kräftig	ferme		mat e puer feste Ki hunn d'Pompjeeën d'Dier opkritt 	FEST2UNI3	strong and sure	0.4812772572040558	streng formal	0.6043387055397034		
fest	ADJ	firm	stable	fest	stabil	ferme	stable, immobile	d'Wäschmaschinn steet fest um Buedem 	FEST2UNI4	not liable to fluctuate or especially to fall	0.5140832662582397	sicher oder fest an einem Ort befestigt; starr	0.632967472076416	not liable to fluctuate or especially to fall	0.5140833854675293
fest	ADJ	firm	definite	fest	definitiv	sûr	assuré	mir treffen eis muer ëm fënnef, ass dat fest ? 	FEST2UNI6	strong and sure	0.36071091890335083				
fest	ADJ	hard		fest	hart	solide	dur, consistant	du kanns nach net op de Weier Schlittschong fuere goen, d'Äis ass nach net fest 	FEST2UNI7			streng formal	0.5743412971496582		
fest	ADJ	firm	decided	fest	unerschütterlich	ferme		ech sinn der fester Iwwerzeegung, datt et den Owend e Wieder gëtt! 	FEST2UNI8	securely established	0.2931434214115143	sicher oder fest an einem Ort befestigt; starr	0.507185161113739		
Festdag	SUBST	holiday	public holiday	Festtag		jour de fête		d'Festdeeg sinn eng gutt Geleeënheet, fir sech an der Famill erëmzegesinn 	FESTDAG1UNI1	a day on which work is suspended by law or custom	0.6004156470298767				
festhalen	VRB	to detain		festhalten	zurückhalten	retenir	arrêter, bloquer	d'Touriste goufe méi ewéi sechs Stonnen op der Grenz festgehalen 	FESTHALEN1UNI1			zurückhalten	1.0		
festhalen	VRB	to decide		festhalten	beschließen	décider		de Kommitee huet festgehalen , datt no all Sëtzung e Rapport geschriwwe gëtt 	FESTHALEN1UNI4			festhalten an	0.5525814294815063		
Festivitéit	SUBST	festivities		Festlichkeit	Veranstaltung	festivité		am Kader vun de Festivitéite gëtt och en neit Monument ageweit 	FESTIVITEIT1UNI1			eine fröhliche Feierlichkeit	0.558704674243927		
Festlechkeet	SUBST	festivities		Festlichkeit	Veranstaltung	festivité		d'Festlechkeete fir d'Joerhonnertfeier hunn eng ganz Woch gedauert 	FESTLECHKEET1UNI1			eine fröhliche Feierlichkeit	0.558704674243927		
festleeën	VRB	to set	to decide on	festlegen	bestimmen	fixer	déterminer	de Kommitee huet nach keen Datum fir d'Generalversammlung festgeluecht 	FESTLEEEN1UNI1	decide upon or fix definitely	0.5228604078292847	entscheiden lassen	0.8137427568435669		
Festsall	SUBST	hall	school hall, village hall	Festsaal		salle des fêtes		d'Diplomer vun den Owescoursë ginn am Festsall iwwerreecht 	FESTSALL1UNI1	a large building for meetings or entertainment	0.5436671376228333				
festsetzen	VRB	to set	to settle on	festsetzen	beschließen	fixer	définir	si hunn den Datum vun der Sëtzung nach net genee festgesat 	FESTSETZEN1UNI1	decide upon or fix definitely	0.35000714659690857	fixieren	0.5406720638275146		
feststellen	VRB	to establish	to verify	feststellen	ermitteln	établir	démontrer, prouver	d'Identitéit vun der Läich konnt net eendeiteg festgestallt ginn 	FESTSTELLEN1UNI1	establish the validity of something, as by an example, explanation or experiment	0.40835049748420715	herausfinden, lernen oder mit Sicherheit bestimmen, gewöhnlich durch eine Untersuchung oder andere Bemühungen	0.6821227073669434		
feststellen	VRB	to identify	to discover	feststellen	bemerken	constater		d'Doktesch huet beim Patient en Häerzfeeler festgestallt 	FESTSTELLEN1UNI2	recognize as being; establish the identity of someone or something	0.296845942735672				
Feststellung	SUBST	observation	pronouncement	Feststellung	Bemerkung	constatation	observation	de Spezialist huet säi Virtrag mat enger pertinenter Feststellung ugefaangen 	FESTSTELLUNG1UNI1	a remark expressing careful consideration	0.27265605330467224				
Fett	SUBST	fat	for cooking	Fett	Nahrungsmittel	graisse	aliment	huel net ze vill Fett , fir d'Fleesch unzebroden! 	FETT2UNI1	excess bodily weight	0.19486592710018158				
Fett	SUBST	fat	body fat, tissue	Fett	Fettgewebe	graisse	graisse dermique	d'Schwäin hunn an de leschte Wochen uerdentlech Fett ugesat 	FETT2UNI2	a kind of body tissue containing stored fat that serves as a source of energy; it also cushions and insulates vital organs	0.6773137450218201			fat that exudes from meat and drips off while it is being roasted or fried	0.5081106424331665
Fett	SUBST	grease	lubricant	Fett	Schmiermittel	graisse	lubrifiant	fir déi Zännrieder muss de dat richtegt Fett benotzen 	FETT2UNI3	a thick fatty oil (especially one used to lubricate machinery)	0.6390330791473389	ein dickes, fettes Öl (insbesondere zur Schmierung von Maschinen)	0.5213363766670227		
fett	ADJ	fat	big	fett	dick	gras	gros, dodu	ech hat eng fett Maus an der Fal! 	FETT3UNI2	having a relatively large diameter	0.3862540125846863	übermäßig dick	0.6570847034454346		
fett	ADJ	rich	soil	fett	ertragreich	gras	fertile	mir hu gudden, fette Buedem am Gaart 	FETT3UNI3	high in mineral content; having a high proportion of fuel to air; ,	0.39811447262763977				
fett	ADJ	bold	print	fett	fett gedruckt	gras	caractères d'imprimerie	deen Deel gëtt am fetten Drock gesat 	FETT3UNI4	clear and distinct	0.17747217416763306				
fetteg	ADJ	greasy	oily	fettig	mit Fett durchsetzt, mit Fett beschmiert	gras	sali, enduit de graisse	du muss deng fetteg Hoer méi dacks wäschen! 	FETTEG1UNI2	smeared or soiled with grease or oil	0.5765813589096069			smeared or soiled with grease or oil	0.5765814185142517
feudal	ADJ	feudal		feudal	aristokratisch	féodal		d'Mëttelalter war duerch feudal Gesellschaftsstrukture charakteriséiert 	FEUDAL1UNI2			zum Adel oder zur Aristokratie gehörend oder für sie charakteristisch	0.5028885006904602		
Ficelle	SUBST	string	twine	Schnur		ficelle	corde mince	de Vendeur stréckt de Pak mat enger Ficelle zou 	FICELLE1UNI1	a tie consisting of a cord that goes through a seam around an opening	0.5571262836456299			a strong three-ply twine used to sew or tie packages	0.7041659951210022
Fichier	SUBST	file	digital	(digitale) Datei		fichier	numérique	ech hunn elo just aus Versinn e wichtege Fichier geläscht 	FICHIER1UNI2	a set of related records (either written or electronic) kept together	0.2663121819496155				
fidderen	VRB	to feed	an animal	füttern	ein Tier	nourrir	un animal	ech hunn d'Hénger gefiddert an den Inte Waasser ginn 	FIDDEREN1UNI1	take in food; used of animals only	0.3433334231376648				
fidderen	VRB	to feed	a baby	füttern	eine Person	nourrir	une personne	wéi d'Mamm de Bëbee gefiddert hat , huet en net méi gekrasch 	FIDDEREN1UNI3	give food to	0.19957435131072998				
fidderen	VRB	to line	clothes	füttern	ein Kleidungsstück	doubler	un vêtement	ech hu mer meng Liederjackett nei fiddere gelooss 	FIDDEREN2UNI1	reinforce with fabric	0.25336503982543945				
Fidschianerin	SUBST	Fijian	female	Fidschianerin		Fidjienne		meng bescht Frëndin ass Fidschianerin 	FIDSCHIANERIN1UNI1	a native or inhabitant of Fiji	0.2585064172744751				
Fieder	SUBST	feather		Feder	Vogelfeder	plume	d'oiseau	beim Spadséieren hunn ech eng schéi faarweg Fieder fonnt 	FIEDER1UNI1			Feder aus einer Vogelfeder	0.8686375021934509		
Fieder	SUBST	spring	elastic device	Feder	elastisches Teil	ressort	pièce élastique	den Auermécher huet d'Fiedere vum alen Auerwierk ersat 	FIEDER1UNI3	a metal elastic device that returns to its shape or position when pushed or pulled or pressed	0.60695880651474				
Fiels	SUBST	rock	stone	Fels	Felsgestein	roche	roc	de Bagger ass schonn no engem Meter op Fiels gestouss 	FIELS1UNI1	a lump or mass of hard consolidated mineral matter	0.22543025016784668	eine steile, hohe Felswand	0.5304445624351501		
Fierkel	SUBST	piglet		Ferkel	Schwein	porcelet		d'Kanner ware vun deene klenge rosae Fierkele begeeschtert 	FIERKEL1UNI1			ein junges Schwein	0.5852349996566772		
fierkelen	VRB	to litter	sow	ferkeln		mettre bas	truie	an der Nuecht hunn zwou vun eise Sai gefierkelt 	FIERKELEN1UNI1	strew	0.39632031321525574				
fierwen	VRB	to run	colour	abfärben	Farbe abgeben	déteindre		mäin neien T-Shirt fierft an der Wäsch 	FIERWEN1UNI2	be diffused	0.23567736148834229				
Figur	SUBST	figure	in a board game	Figur		pièce	d'un jeu de plateau	si stellen d'Figuren um Briet op 	FIGUR1UNI4	a diagram or picture illustrating textual material	0.28918981552124023			any of 16 white and 16 black pieces used in playing the game of chess	0.539311408996582
Figur	SUBST	figure	in dance, in skating	Figur	Tanzfigur, Eiskunstlauffigur	figure	de danse, de patinage artistique	den Äiskonschtleefer huet déi virgeschriwwe Figure virgeféiert 	FIGUR1UNI7	a predetermined set of movements in dancing or skating	0.6195111274719238			a predetermined set of movements in dancing or skating	0.6195111274719238
figuréieren	VRB	to figure	to appear, to be included	aufgeführt sein	vorkommen	figurer	être mentionné	a menger Mamm hirem Adressebichelche figuréieren d'Nummere vun all hire Mataarbechter 	FIGUREIEREN1UNI1	be or play a part of or in	0.34263890981674194				
Fiktioun	SUBST	fiction		Fiktion	Einbildung	fiction	construction de l'imagination	dëst ass keng Fiktioun , mee eng gängeg Realitéit 	FIKTIOUN1UNI1			eine absichtlich falsche oder unwahrscheinliche Darstellung	0.6072925329208374		
