lemma	pos	de_word	de_definition	sentence	wn_definition
disqualifizéieren	VRB	disqualifizieren	ausschließen	de Verband huet de Sportler disqualifizéiert , well e gedoppt war 	von einem Ort ausschließen oder vertreiben
Dissertatioun	SUBST	Erörterung	Aufsatz	a menger Dissertatioun krut ech eng gutt Nott op der Form, mee eng schlecht um Inhalt 	eine detaillierte kritische Prüfung
Distributeur	SUBST	Verteiler	Dienstleister	eisen Distributeur kritt déi meescht Wueren aus dem Ausland 	eine Person, die befugt ist, zuzuteilen, zu verteilen oder aufzuteilen
Distrikt	SUBST	Distrikt	Verwaltungsbezirk	d'Lëtzebuerger Land ass an dräi Distrikter agedeelt 	ein zu Verwaltungs- oder anderen Zwecken abgegrenztes Gebiet
Disziplin	SUBST	Disziplin	Einhaltung von Verhaltensregeln	de Schoulmeeschter hält a senger Klass op Disziplin 	die Eigenschaft, Selbstdisziplin zu üben
Disziplin	SUBST	Disziplin	Selbstdisziplin	hie misst méi schaffen, mee et feelt em un der néideger Disziplin 	die Eigenschaft, Selbstdisziplin zu üben
Disziplin	SUBST	Disziplin	Fachgebiet	ass d'Homeopathie als wëssenschaftlech Disziplin unerkannt? 	spezielle Abteilung, Zweig eines Fachgebiets
Disziplin	SUBST	Disziplin	Sportdisziplin	Schwammen ass eng olympesch Disziplin 	Training zur Verbesserung der Stärke oder Selbstbeherrschung
Divisioun	SUBST	Division	Teilung	d'Kanner kruten haut an der Schoul gewisen, wéi een eng Divisioun mécht 	eine Verteilung in Anteilen
Divisioun	SUBST	Liga	Wettkampfklasse	eise Fussballsveräin spillt elo an der éischter Divisioun 	eine Vereinigung von Sportmannschaften, die Spiele für ihre Mitglieder organisiert
Divisioun	SUBST	Division	Truppenverband	de Generol ass mat senger Divisioun an de Manöver geschéckt ginn 	eine Verwaltungseinheit in einer Regierung oder einem Unternehmen
do	ADV	da sein	anwesend sein, vor Ort sein	bass du muer den Owend och do ? 	an etwas teilhaben
do	ADV	dann	zu diesem Zeitpunkt	ech kann deen Dag net op d'Kanner oppassen, do sinn ech an der Vakanz 	zu einer bestimmten früheren Zeit
Do	SUBST	C	Ton, Note	tëschent dem Si an dem Do läit en hallwen Toun 	ein Grad von Ablaut
dobäi	ADV	dabei	obwohl	hien ass aggressiv ginn, dobäi ass et awer esou e rouege Kärel 	Aufmerksamkeit schenken
doen	VRB	tun	machen, erledigen	mir hunn nach genuch ze doen 	durchführen, produzieren oder ausführen
doen	VRB	tun	machen, erledigen	d'Geschäftsfra deet et net ënner enger Millioun 	durchführen, produzieren oder ausführen
doen	VRB	setzen	irgendwohin tun, irgendwohin geben	do eng Mutz op de Kapp! 	etwas an einen bestimmten Platz tun
doen	VRB	tun	zufügen	huet een dir eppes gedoen ? 	durchführen, produzieren oder ausführen
doen	VRB	sich tun	geschehen	mir waarde scho laang op eng Äntwert vun der Gemeng, mee do deet sech näischt 	über oder durch gehen
doen	VRB	zu tun haben mit	befasst sein mit	mir hu stänneg mat esou Froen ze doen 	in einer verworrenen Masse
dogéint	ADV	dagegen	im Vergleich, jedoch	d'Fra ass ganz léif, hire Mann dogéint ass en Eefalt 	begleitend
dohannen	ADV	dort	an jenem Ort, in jenem Land	wat schaffs de, wann s de dohanne bass? 	als Vermutung anerkannt
dohinhalen	VRB	hinhalten	reichen	hal däi Glas wannechgelift dohin , soss kann de Garçon der net erausschëdden! 	als echt verkaufen, in der Absicht zu täuschen verkaufen
Dokument	SUBST	Dokument	amtliches Schriftstück	de Chauffer huet dem Douanier déi gefroten Dokumenter gewisen 	handgeschriebenes Buch oder Dokument
Dokument	SUBST	Dokument	Zeugnis, Beweis	an eiser Vitrinn leien Dokumenter aus dem 17. Joerhonnert 	(Recht) ein von einem Gericht oder Gerichtsvollzieher ausgestelltes Rechtsdokument
Dokumentatioun	SUBST	Dokumentation	Informationsmaterial	d'Naturfrënn hunn eng Dokumentatioun iwwer d'Biotopen hei am Land zesummegestallt 	die Handlung der Unterrichtung durch mündlichen Bericht
dokumentéieren	VRB	dokumentieren	belegen	vill Fotoe vun 1944 dokumentéieren d'Freed vun de Leit bei der Liberatioun 	in einem Dokument festhalten; mit einem Dokument belegen 
Domän	SUBST	Bereich	Fachgebiet	d'Iwwersetzung ass säin Domän 	ein Studienfach
dominéieren	VRB	dominieren	hinausragen über	de Kierchtuerm dominéiert d'Silhouette vum Duerf 	haben und ausüben
dominéieren	VRB	dominieren	beherrschen	looss dech net vun deem dominéieren ! 	haben und ausüben
Domino	SUBST	Domino	Spiel	a menger Kandheet hunn ech dacks Domino gespillt 	eines von mehreren Spielen, die mit kleinen rechteckigen Blöcken gespielt werden
domm	ADJ	dumm	beschränkt	wien hätt scho gär domm Kanner? 	Umstände einbeziehend oder schaffend, die dem Erfolg oder der Wirksamkeit abträglich sind
domm	ADJ	dumm	töricht, unklug	a senger Ried huet de President e puer domm Bemierkunge gemaach 	wahnsinnig unverantwortlich
domm	ADJ	dumm	töricht, unklug	dat ass keng Domm ! 	wahnsinnig unverantwortlich
domm	ADJ	dumm	ärgerlich, peinlich, unangenehm	mäi Monni gouf deslescht an eng domm Geschicht verwéckelt 	wahnsinnig unverantwortlich
domm	ADJ	dumm	ärgerlich, peinlich, unangenehm	elo sinn ech domm drun! 	wahnsinnig unverantwortlich
Dommheet	SUBST	Dummheit	Beschränktheit	d'Frechheet ass dacks e Beweis vun Dommheet 	der Anschein von Schlichtheit und Unprätentiosität
Dommheet	SUBST	Kleinigkeit	Angelegenheit	ech kann net fir all Dommheet bei d'Direktesch lafen 	der Zustand der Nichtexistenz
Dommheet	SUBST	Dummheit	Beschränktheit	wann d'Dommheet géif wéidoen, da géif deng Kolleegin de ganzen Dag jäizen! 	der Anschein von Schlichtheit und Unprätentiosität
Dommheet	SUBST	Dummheit	Äußerung	ech kann dengen Dommheeten einfach net méi nolauschteren! 	der Anschein von Schlichtheit und Unprätentiosität
Dommheet	SUBST	Kleinigkeit	Sache	ech hunn op der Braderie nëmmen e puer Dommheete kaaft 	der Zustand der Nichtexistenz
Dommheet	SUBST	Dummheit	Handlung	wie mécht net emol eng Dommheet ? 	der Anschein von Schlichtheit und Unprätentiosität
dompeg	ADJ	schwül	feuchtwarm	et ass esou dompeg , et gëtt bestëmmt nach e Wieder! 	(von Schlaf) tief und vollständig
Donateur	SUBST	Spender	Person	d'Associatioun huet all Donateur mat engem Bréif perséinlech Merci gesot 	eine Person, die ausgibt
donidden	ADV	unten	an einem tiefer gelegenen Ort	géi ruff de Papp, e sëtzt donidden an der Stuff! 	perfekt verstanden
donidden	ADV	unten	an einem tiefer gelegenen Ort	si loossen sech et donidde gutt goen 	perfekt verstanden
donkel	ADJ	dunkel	von tiefer Färbung	fir d'Feierlechkeeten hat ech en donkele Paltong un 	bedrückend dunkel
Donst	SUBST	Dunst	Dampf	nom Duschen huet hien d'Fënster opgemaach, fir den Donst erauszeloossen 	Trübung durch Dunst, Nebel oder Nebelschwaden
donsteg	ADJ	dunstig	dampfig	am Buedzëmmer ass et donsteg 	mit Nebel oder Dunst gefüllt oder reichlich vorhanden
Doppelpunkt	SUBST	Doppelpunkt	Satzzeichen	virun enger Opzielung steet dacks en Doppelpunkt 	ein Satzzeichen (:), das nach einem Wort verwendet wird, das eine Reihe oder ein Beispiel oder eine Erklärung einleitet (oder nach der Anrede in einem Geschäftsbrief)
doropshin	ADV	daraufhin	infolgedessen	mäi Mataarbechter gouf batter enttäuscht, doropshin huet e gekënnegt 	am Ende oder gegen Ende einer Periode oder eines Stadiums der Entwicklung
doruechter	ADV	durcheinander	ungeordnet	firwat ass hei alles doruechter ? 	nicht geordnet
Dossier	SUBST	Dossier	Schülerarbeit	fir den Noexame muss de Schüler en Dossier maachen 	ein schriftliches Dokument, das Eigentum oder Verpflichtungen belegt
Doublé	SUBST	Double	im Sport	d'Dammenekipp huet mat hire Reussitten an der Meeschterschaft an an der Coupe dës Saison den Doublé geholl 	jemand, der einer berühmten Person (insbesondere einem Schauspieler) sehr ähnlich ist
doudeg	ADJ	tot	gestorben	mir hunn en doudegt Schof am Weier fonnt 	ohne körperliche Empfindung; gefühllos
doudeg	ADJ	tot	ausgestorben	dat ass en doudegt Duerf 	nicht ertragsfähig
Doudegriewer	SUBST	Totengräber	Beruf	d'Doudegriewer hunn d'Graf no der Zeremonie zougeschëppt 	eine Person, die ihren Lebensunterhalt mit dem Ausheben von Gräbern verdient
Draach	SUBST	Drache	Fabeltier	an der Mythologie ass den Draach eng Haaptfigur 	ein schwaches Sternbild, das sich um den Himmelsnordpol dreht und zwischen Ursa Major und Cepheus liegt
Draach	SUBST	Drache	Fabeltier	wat ass dat do en (dommen) Draach ! 	ein schwaches Sternbild, das sich um den Himmelsnordpol dreht und zwischen Ursa Major und Cepheus liegt
Draach	SUBST	Drachen	Flugdrachen	de Papp ass mat de Kanner op d'Wiss mam Draach fléien 	ein Fahrer eines Hängegleiters
drafachen	VRB	zuschlagen	gewalttätig werden	esoubal hien e bësse gedronk huet, facht en dran 	gewaltsam zuschlagen
drafachen	VRB	zulangen	beim Essen	d'Invitéen hu beim kale Buffet uerdentlech dragefacht 	mit einem heftigen Schlag schnell zuschlagen
drafachen	VRB	übertreiben	maßlos sein	si hunn awer mat de Präisser uerdentlech dragefacht 	in eine dramatische Form bringen
Dräieck	SUBST	Dreieck	geometrische Figur	bei engem Dräieck ass d'Zomm vun de Wénkelen ëmmer 180 Grad 	ein dreiseitiges Vieleck
Dräieck	SUBST	Dreieck	Warndreieck	wann een eng Pann op der Strooss huet, muss een en Dräieck opstellen 	ein dreiseitiges Vieleck
Drall	SUBST	Drall	Rotation	mat deem richtegen Drall wier deng Klatz net am Kullang gelant 	der Vorgang des schnellen Drehens
Dram	SUBST	Albtraum	im Schlaf	schlof roueg weider, dat war just en ellenen Dram ! 	ein erschreckender oder tief beunruhigender Traum
Drama	SUBST	Drama	Gattung	dëse Literaturwëssenschaftler ass en Expert vum klasseschen Drama 	eine theatralische Aufführung eines Dramas
Drama	SUBST	Drama	Katastrophe	d'Affer hu Méint gebraucht, ier se den Drama verschafft haten 	eine theatralische Aufführung eines Dramas
Drama	SUBST	Drama	Katastrophe	dat ass keen Drama 	eine theatralische Aufführung eines Dramas
Drama	SUBST	Drama	Theaterstück	dëst klassescht Drama spillt am anticke Griicheland 	eine theatralische Aufführung eines Dramas
dramatesch	ADJ	dramatisch	erschütternd	dat ass net dramatesch 	In einer intensiven Weise
dramatesch	ADJ	dramatisch	das Drama betreffend	an der Schoul behandele mer grad e klassescht dramatescht Wierk 	von der Tragödie oder mit ihr verbunden oder für sie charakteristisch
dramatiséieren	VRB	dramatisieren	aufbauschen	d'Journalistin wollt den Tëschefall net dramatiséieren 	in eine dramatische Form bringen
dran	ADV	drin	möglich	et ass nach alles dran 	Aufgrund der bestehenden Sachlage und Zusammenhänge ausführbar, zu verwirklichen
Drang	SUBST	Drang	Trieb, Bedürfnis	de jugendlechen Drang , d'Welt ze verbesseren, vergeet dacks mat de Joren 	Notwendige Bedingungen für ein glückliches Leben eines Organismus
draschloen	VRB	zuschlagen	gewalttätig werden	wann hie richteg rose gëtt, schléit en dran ewéi e Mëllen 	gewaltsam zuschlagen
draschloen	VRB	reinhauen	essen	ech duecht, ech hätt ze vill gekacht, mee eis Gäscht hu gutt drageschloen 	sich mit etwas sehr abmühen
drastesch	ADJ	drastisch	einschneidend	well d'Demonstranten net noginn hunn, huet d'Police zu méi drastesche Methode gegraff 	betriebsbereit
Drauf	SUBST	Traube	gesamte Frucht	pak mer nach e puer Drauwen an! 	eine Gruppe von Löwen
Drauf	SUBST	Traube	einzelne Beere	de Gebuertsdagskuch war mat e puer Kiischten an Drauwen dekoréiert 	eine Gruppe von Löwen
dréchen	ADJ	trocken	frei von Nässe, getrocknet	esoubal de Fëscher doheem war, huet en dréchent Gezei ugedoen 	frei von Feuchtigkeit
dréchen	ADJ	trocken	frei von Nässe, getrocknet	mir sinn nach dréchen doheem ukomm 	frei von Feuchtigkeit
dréchen	ADJ	trocken	niederschlagsarm	Nordafrika huet en dréchent Klima 	frei von Feuchtigkeit
dréchen	ADJ	trocken	Haut	ech bräicht eng Crème fir eng dréchen Haut 	frei von Feuchtigkeit
dréchen	ADJ	trocken	Haut	ech hunn de Mëtteg just eng dréche Schmier giess 	frei von Feuchtigkeit
dréchen	ADJ	trocken	nüchtern, langweilig	Mathematik ass fir vill Schüler en dréchent Fach 	Ohne Phantasie oder Varianz, frei von Humor und Emotion
dréchen	ADJ	trocken	nach Alkoholsucht abstinent	ech sinn en dréchenen Alkoholiker 	keinen Alkohol nehmend
dréchen	ADJ	trocken	nüchtern witzig	eisen Hausdokter huet en dréchenen Humor 	Ohne Phantasie oder Varianz, frei von Humor und Emotion
Dreck	SUBST	Dreck	Schmutz	d'Schwäi wenzelen sech am Dreck 	der bei der Verwendung oder Verarbeitung überfällige Rest
Dreck	SUBST	Dreck	Schmutz	déi Schülerin ass frech ewéi Dreck ! 	der bei der Verwendung oder Verarbeitung überfällige Rest
Dreck	SUBST	Dreck	Schund, wertloses Zeug	hal däin Dreck ! 	der bei der Verwendung oder Verarbeitung überfällige Rest
Dreck	SUBST	Dreck	Kleinigkeit	du kanns mir dach net fir all Dreck uruffen! 	der bei der Verwendung oder Verarbeitung überfällige Rest
dreckeg	ADJ	dreckig	beschmutzt	gehei deng dreckeg Wäsch an d'Maandel! 	mit Schmutz oder Ruß verschmutzt
dreckeg	ADJ	dreckig	gemein	den Ugekloten hat schonn ëmmer en dreckege Charakter 	mit Schmutz oder Ruß verschmutzt
dreckeg	ADJ	übel	unangenehm, unerfreulich	eis Clique gouf an eng dreckeg Affär eragezunn 	extrem bösartig
dreckeg	ADJ	übel	unangenehm, unerfreulich	mir geet et am Ament zimmlech dreckeg ! 	extrem bösartig
dreckeg	ADJ	dreckig	unanständig	de Wiert aus deem Café zielt gären dreckeg Witzen 	Ausdruck der Verachtung
drécken	VRB	drücken	ein Druckgefühl verursachen	meng nei Schong drécken 	einen Druck herstellen
drécken	VRB	drücken	ein Druckgefühl verursachen	déi Situatioun dréckt mer op d'Gemitt 	einen Druck herstellen
drécken	VRB	drücken	Preise, Löhne, Kosten	mat där neier Reglementatioun wëllt d'Regierung d'Präisser vun de Bauplazen drécken 	Erstellen durch Drücken von
Drécker	SUBST	Drucker	Berufsbezeichnung	eisen Eelsten huet elo eng Léier als Drécker ugefaangen 	jemand, dessen Beruf das Drucken ist
dreemen	VRB	träumen	im Schlaf	ech dreemen déi lescht Zäit ëmmer nees dat selwecht 	geistesabwesendes Träumen im Wachzustand
dreemen	VRB	träumen	in Gedanken versunken sein	déi verléifte Schülerin dreemt an der Schoul, amplaz opzepassen 	phantasievolle Gedanken, denen man im Wachzustand nachhängt
Dreemert	SUBST	Träumer	Schwärmer	deen Dreemert lieft an senger Welt! 	jemand, der träumt
Dréi	SUBST	Dreh	eines Films, einer Reportage	d'Stuntfra huet sech beim Dréi vun engem Actionfilm den Aarm gebrach 	eine praktische Methode oder Kunst, die auf eine bestimmte Aufgabe angewandt wird
Dréiaarbechten	SUBST	Dreh	eines Films, einer Reportage	d'Stuntfra huet sech bei den Dréiaarbechte fir en Actionfilm den Aarm gebrach 	eine praktische Methode oder Kunst, die auf eine bestimmte Aufgabe angewandt wird
dréien	VRB	drehen	herumdrehen, wenden	ech kréien de Schlëssel net méi am Schlass gedréit 	zum Drehen bringen
dréien	VRB	drehen	filmen	déi lescht Zeen vum Film gëtt muer gedréit 	zum Drehen bringen
dréien	VRB	drehen	erzeugen	fréier huet de Bauer seng Seeler selwer gedréit 	zum Drehen bringen
dréien	VRB	drehen	die Richtung ändern	de Wand huet gedréit 	zum Drehen bringen
dréif	ADJ	trübe	undurchsichtig, glanzlos	nom ville Reen ass d'Baach ellen dréif 	Licht oder Strahlungsenergie nicht durchlassend oder reflektierend; undurchdringlich für den Blick
Dréischeif	SUBST	Drehscheibe	Verkehrsknotenpunkt, Umschlagplatz	den Hafen ass eng international Dréischeif 	Stelle, an der mehrere Straßen oder Schienen aufeinandertreffen.
dreiwen	VRB	treiben	vorwärts treiben	fir se ze sträichen, dreift de Bauer d'Kéi an de Stall 	wie mit einem spitzen Stock aufstoßen oder antreiben
dreiwen	VRB	treiben	vorwärts treiben	du dreifs mech mat denge Ligen nach an den Doud! 	wie mit einem spitzen Stock aufstoßen oder antreiben
dreiwen	VRB	treiben	machen, tun	wat dreifs du den Dag iwwer, wann ech net do sinn? 	wie mit einem spitzen Stock aufstoßen oder antreiben
dreiwen	VRB	treiben	in Bewegung setzen	d'Baach dreift d'Millerad 	wie mit einem spitzen Stock aufstoßen oder antreiben
dréngend	ADJ	dringend	unaufschiebbar	esou Mesurë kënnen nëmmen an dréngende Fäll adoptéiert ginn 	Zustand, in dem etwas in kurzer Zeit passieren muss
drénken	VRB	trinken	Getränke zu sich nehmen	wann et waarm ass, muss ee méi drénken 	süchtig nach Alkohol
drénken	VRB	trinken	alkoholische Getränke	du brauchs keng Fläsch Wäin opzemaachen, hien drénkt näischt 	süchtig nach Alkohol
drénken	VRB	trinken	alkoholabhängig sein	wéi seng Fra gestuerwen ass, huet hien ugefaang mat drénken 	süchtig nach Alkohol
Drëpp	SUBST	Schnaps	Getränk	eisen Noper brennt eng ganz gutt Drëpp 	ein alkoholisches Getränk, das destilliert und nicht vergoren wird
drëpsen	VRB	tropfen	undicht sein	de Krunn an der Kichen drëpst 	mit feinen Tropfen befeuchten
drëpsen	VRB	tropfen	fließen	de Wäin drëpst ënnen aus dem Faass 	mit feinen Tropfen befeuchten
drëpsen	VRB	tropfen	fließen	d'Leit koume gedrëpst 	mit feinen Tropfen befeuchten
Drëpsschlag	SUBST	Traufe	Regenwasser	um Eck vum Schapp stoung e grousst Faass, fir den Drëpsschlag opzefänken 	der Überhang am unteren Rand eines Daches
dreschen	VRB	dreschen	das Getreide	de Bauer huet dräi Hektar Weess gedresch 	einen oder mehrere Schläge versetzen
dresséieren	VRB	dressieren	abrichten	de Jong huet säi Mierschwéngchen esou dresséiert , datt et duerch e Reef spréngt 	weniger stark oder intensiv machen; abmildern
dretschen	VRB	quetschen	stopfen	dretsch däi Gezei net esou an d'Wallis! 	Erstellen durch Drücken von
drillen	VRB	drillen	in der militärischen Ausbildung	den Adjutant huet gudde Geschéck, fir d'Rekrutten ze drillen 	das Zuschneiden von Schnittholz auf eine Standarddicke und -breite
Drilling	SUBST	Drilling	Person	meng Kusinnen a mäi Cousin sinn Drillingen 	eines von drei gleichzeitig geborenen Kindern aus derselben Schwangerschaft
Driver	SUBST	Treiber	Programm	hues de den neien Driver fir de Printer schonn installéiert? 	(Informatik) ein Programm, das festlegt, wie ein Computer mit einem Peripheriegerät kommunizieren soll
Drock	SUBST	Druck	Einfluss	d'Ministesch huet dem Drock vun der Ëffentlechkeet noginn an demissionéiert 	Abruf, bei dem angenommen wird, dass er durch Speicherung des ursprünglichen Stimulus-Inputs und dessen Reproduktion während des Abrufs funktioniert
