lemma,pos,en_word,en_definition,de_word,de_definition,fr_word,fr_definition,sentence,code,wn_definition_en,confidence_en,wn_definition_de,confidence_de,wn_definition_fr,confidence_fr,wn_definition,definition_language,confidence,gloss
Botz,SUBST,plaster,,Putz,Verputz,enduit,appliqué sur un mur,duerch d'Fiichtegkeet ass no an no de Botz vun der Mauer gebréckelt ,BOTZ1UNI1,a surface of hardened plaster (as on a wall or ceiling),0.6647078990936279,,,,,a surface of hardened plaster (as on a wall or ceiling),en,0.6647078990936279,"D’Aarbecht oder den Zoustand, bei deem eppes gebotzt a propper gemaach gëtt; och: d’Propperkeet."
Botz,SUBST,attire,,Putz,"Kleidung, Aufmachung",atours,toilette et parure,hatt hänkt alles un de Botz ,BOTZ1UNI5,clothing of a distinctive style or for a particular occasion,0.6738191843032837,,,elaborate or showy attire and accessories,0.7156869769096375,clothing of a distinctive style or for a particular occasion,en,0.6738191843032837,"D’Aarbecht oder den Zoustand, bei deem ee Saachen a Raimlechkeeten botzt, also Dreck a Stëbs ewechmécht an alles propper mécht."
Boudoir,SUBST,sponge finger,,Löffelbiscuit,,boudoir,biscuit,"bréng nach zwee Päck Boudoire mat, ech maache gär en Tiramisu als Dessert! ",BOUDOIR1UNI2,,,,,small finger-shaped sponge cake,0.6390552520751953,small finger-shaped sponge cake,fr,0.6390552520751953,"E klengt, gemittlecht Privatzëmmer nieft dem Schlofzëmmer, dat virun allem als Réckzuchsplaz oder fir sech unzedoen an ze schminken benotzt gëtt."
Brand,SUBST,fire,,Brand,Feuer,incendie,feu,d'Pompjeeë kruten de Brand nëmme mat vill Asaz ënner Kontroll ,BRAND1UNI1,,,"Das Ereignis, bei dem etwas brennt",0.6898664832115173,a very intense and uncontrolled fire,0.6448876857757568,"Das Ereignis, bei dem etwas brennt",de,0.6898664832115173,"E Markenzeechen oder Numm, mat deem eng Firma hir Produkter oder Servicer identifizéiert an sech vun aneren ënnerscheet."
Bréifdréier,SUBST,postman,,Briefträger,,facteur,employé de la poste,de Bréifdréier huet eis d'Zeitung scho bruecht ,BREIFDREIER1UNI1,a man who delivers the mail,0.6792628765106201,,,,,a man who delivers the mail,en,0.6792628765106201,"Persoun, déi Bréiwer a Päck bei d’Leit ausliwwert; Postbot."
Bremsbelag,SUBST,brake pad,,Bremsbelag,,plaquette de frein,,bei der Revisioun goufe bei mengem Auto d'Bremsbeläg gewiesselt ,BREMSBELAG1UNI1,,,,,one of the pads that apply friction to both sides of the brake disk,0.6422611474990845,one of the pads that apply friction to both sides of the brake disk,fr,0.6422611474990845,"Materialschicht op enger Brems (z. B. bei Auto oder Vëlo), déi géint d’Bremsscheif oder d’Bremstrommel dréckt a sou d’Gefier duerch Reiwung ofbremst."
Bremsplackett,SUBST,brake pad,,Bremsbelag,,plaquette de frein,,bei der Revisioun goufe bei mengem Auto d'Bremsplackette gewiesselt ,BREMSPLACKETT1UNI1,,,,,one of the pads that apply friction to both sides of the brake disk,0.6422611474990845,one of the pads that apply friction to both sides of the brake disk,fr,0.6422611474990845,"Eng Plackett oder e Belag vun der Bremsanlag, deen géint d’Bremsscheif oder d’Bremstrommel gedréckt gëtt, fir duerch Reiwung d’Gefier ze bremsen."
Broch,SUBST,rupture,,Bruch,,hernie abdominale,,mäi Mann huet sech beim Plënneren e Broch gehuewen ,BROCH1UNI2,,,"der Vorgang, bei dem etwas zerbricht",0.6026383638381958,,,"der Vorgang, bei dem etwas zerbricht",de,0.6026383638381958,"E Broch: e klengt, meeschtens geheeft Heft oder Büchlein mat e puer Säiten, dat fir Informatiounen, Reklammen oder kuerz Texter geduecht ass."
Bronchialkarzinom,SUBST,bronchial carcinoma,,Bronchialkarzinom,,carcinome bronchique,,"d'Fëmmen ass ëmmer nach dee gréisste Risikofacteur, fir e Bronchialkarzinom ze kréien ",BRONCHIALKARZINOM1UNI1,,,Karzinom der Lunge; eine der häufigsten Krebsarten,0.6987847089767456,,,Karzinom der Lunge; eine der häufigsten Krebsarten,de,0.6987847089767456,"E bösaartege Kriibs-Tumor an de Bronchien (den Otemweeër an de Longen), deen aus dem Bronchialgewebe entsteet."
Bronchiolite,SUBST,bronchiolitis,,Bronchiolitis,,bronchiolite,,"d'Bronchiolite ass eng viral Infektioun vun den Otemweeër, déi virun allem kleng Kanner vun ënner zwee Joer betrëfft ",BRONCHIOLITE1UNI1,inflammation of the membranes lining the bronchioles,0.7138733863830566,,,,,inflammation of the membranes lining the bronchioles,en,0.7138733863830566,"Entzündung vun de klengen Otemweeër (Bronchiolen), meeschtens duerch e Virus verursaacht, déi virun allem bei Puppelcher a klenge Kanner virkënnt a mat Houscht, pfeifendem Otem a Otemschwieregkeete verbonne ka sinn."
bruneiesch,ADJ,Bruneian,,bruneiisch,,brunéien,,op eiser Rees hu mir déi bruneiesch Kultur kenne geléiert ,BRUNEIESCH1UNI1,of or relating to or characteristic of Brunei or its people,0.6187534332275391,,,,,of or relating to or characteristic of Brunei or its people,en,0.6187534332275391,"Adjektiv: vun enger brongelzeger, liicht brongfaarweger Nuance; brong ugelaf oder brong getënt."
Brutalitéit,SUBST,violence,,Brutalität,Handlung,brutalité,acte de violence,esou Brutalitéiten däerften net op der Tëlee gewise ginn ,BRUTALITEIT1UNI2,,,,,violent or brutal acts as of thugs,0.6563318371772766,violent or brutal acts as of thugs,fr,0.6563318371772766,"D’Eegenschaft oder d’Handlungsweis, bei där een extrem haart, gewalttäteg a rücksichtslos virgeet an dobäi anerer bewosst verletzt oder leed dinn."
budgetär,ADJ,budgetary,,budgetär,,budgétaire,,"mir mussen eis déi néideg budgetär Mëttele ginn, fir de Projet séier kënnen ëmzesetzen ",BUDGETAR1UNI1,of or relating to a budget,0.6533766984939575,,,of or relating to a budget,0.6533766984939575,of or relating to a budget,en,0.6533766984939575,"Wat de Budget oder d’Finanze vum Staat, enger Institutioun oder enger Organisatioun betrëfft; op de Budget bezunn."
Bulgar,SUBST,Bulgarian,,Bulgare,,Bulgare,,mäi beschte Frënd ass Bulgar ,BULGAR1UNI1,a Slavic language spoken in Bulgaria,0.6982986927032471,,,a Slavic language spoken in Bulgaria,0.6982986927032471,a Slavic language spoken in Bulgaria,en,0.6982986927032471,Persoun aus Bulgarien; e Bulgare.
Button,SUBST,button,on a computer screen,Button,Schaltfläche,bouton,informatique,"fir d'Dokument ze printen, muss de op de Button uewe lénks klicken ",BUTTON1UNI1,,,"ein elektrischer Schalter, der durch Drücken betätigt wird",0.6018315553665161,,,"ein elektrischer Schalter, der durch Drücken betätigt wird",de,0.6018315553665161,"Interaktiv Fläch oder Symbol um Écran, op dat een klickt oder tippt, fir eng bestëmmten Aktioun auszeléisen (z. B. e Kommando ausféieren oder eng Funktioun starten)."
Caddie,SUBST,(shopping) trolley,,Einkaufswagen,,caddie,,am Supermarché ass ee mer mat sengem Caddie an d'Feescht gerannt ,CADDIE1UNI1,,,"ein Handkarren, in dem Lebensmittel oder andere Waren während des Einkaufs transportiert werden",0.6307080984115601,,,"ein Handkarren, in dem Lebensmittel oder andere Waren während des Einkaufs transportiert werden",de,0.6307080984115601,"Persoun, déi engem Golfer d’Golftäsch dréit, d’Schléi mat iwwerwaacht an him um Terrain hëlleft."
Certificat,SUBST,certificate,document,Bescheinigung,,certificat,document,d'Gemeng huet dem Bierger deen néidege Certificat ausgestallt ,CERTIFICAT1UNI3,,,"eine Urkunde, die die Wahrheit bestimmter Tatsachen bescheinigt",0.6612924337387085,,,"eine Urkunde, die die Wahrheit bestimmter Tatsachen bescheinigt",de,0.6612924337387085,"Offiziellt Dokument, dat eng Tatsaach, eng Qualifikatioun oder eng Leeschtung bestätegt."
Chance,SUBST,chances,"prospects, hopes",Chancen,Erfolgsaussichten,chances,perspectives de réussite,"d'Juristin huet gutt Chancen , Directrice vun der Firma ze ginn ",CHANCE1UNI3,the possibility of future success,0.6638875603675842,,,,,the possibility of future success,en,0.6638875603675842,"Méiglechkeet oder Aussicht, datt eppes geléngt oder geschitt; Hoffnung op e gudde Resultat."
changéieren,VRB,to change,to become different,sich ändern,,changer,devenir différent,d'Wieder huet an de leschten Deeg changéiert ,CHANGEIEREN1UNI5,"become different in some particular way, without permanently losing one's or its former characteristics or essence",0.6923230290412903,,,,,"become different in some particular way, without permanently losing one's or its former characteristics or essence",en,0.6923230290412903,"Seng Eegenschaften, säin Zoustand oder säi Verhalen änneren an domat anescht ginn."
Chronometer,SUBST,chronometer,,Stoppuhr,,chronomètre,,bei internationale Coursse gi just nach elektronesch Chronometeren agesat ,CHRONOMETER1UNI1,an accurate clock (especially used in navigation),0.6196463108062744,,,an accurate clock (especially used in navigation),0.6196463108062744,an accurate clock (especially used in navigation),en,0.6196463108062744,"Präzist Zäitmiessinstrument, dat d’Zäit ganz genee moosst, besonnesch fir wëssenschaftlech oder navigatoresch Zwecker."
Clergé,SUBST,clergy,,Klerus,,clergé,,den Deche war als Vertrieder vum Clergé an der Reunioun ,CLERGE1UNI1,"in Christianity, clergymen collectively (as distinguished from the laity)",0.6017835736274719,,,the body of ordained religious practitioners,0.6870520710945129,"in Christianity, clergymen collectively (as distinguished from the laity)",en,0.6017835736274719,"D’Gesamtheet vun de geweihten oder ordinéierte Kiercheleit (Paschtéier, Prêten, Bëscheef asw.), déi am Déngscht vun enger Kierch oder Relioun stinn."
Coiffersalon,SUBST,hairdresser,,Friseursalon,,salon de coiffure,,déi meescht Coiffersalonen hu méindes zou ,COIFFERSALON1UNI1,someone who cuts or beautifies hair,0.7045536041259766,,,,,someone who cuts or beautifies hair,en,0.7045536041259766,"E Geschäft, wou een d’Hoer wäscht, schneit, fiert a coifféiert."
Collaboratioun,SUBST,collaboration,,Zusammenarbeit,,collaboration,coopération,d'Ausstellung gouf an enker Collaboratioun mam Kulturministère organiséiert ,COLLABORATIOUN1UNI1,,,Akt der gemeinsamen Arbeit,0.774826169013977,cooperative work done by a team (especially when it is effective),0.612551212310791,Akt der gemeinsamen Arbeit,de,0.774826169013977,"Zesummenaarbecht tëscht zwou oder méi Persounen, Gruppen oder Organisatiounen, fir e gemeinsaamt Zil z’erreechen oder e Projet zesummen ëmzesetzen."
Communautéit,SUBST,community,group of people,Gemeinschaft,Personengruppe,communauté,groupe social,déi verschidde Communautéiten hu Vertrieder op de Kongress geschéckt ,COMMUNAUTEIT1UNI1,a group of people living in a particular local area,0.6459287405014038,,,a group of people living in a particular local area,0.6459287405014038,a group of people living in a particular local area,en,0.6459287405014038,"Grupp vu Leit, déi duerch gemeinsam Interessen, Wäerter oder en Zil verbonnen ass an zesummegehéiert."
Confidentialitéit,SUBST,confidentiality,,Vertraulichkeit,Geheimhaltung,confidentialité,,bei finanziellen Transaktioune sinn d'Sécherheet an d'Confidentialitéit besonnesch wichteg ,CONFIDENTIALITEIT1UNI1,discretion in keeping secret information,0.6963433027267456,,,discretion in keeping secret information,0.6963433027267456,discretion in keeping secret information,en,0.6963433027267456,"Eegenschaft oder Prinzip, Informatiounen, Donnéeën oder Gespréicher vertraulech ze behandelen an se nëmme fir autoriséiert Persounen zougänglech ze maachen."
Cotatioun,SUBST,quotation,stock market,Börsenkurs,,cotation,en Bourse,"ech verfollegen all Dag d'Cotatioun vun den Aktien, déi ech a mengem Portefeuille hunn ",COTATIOUN1UNI1,,,momentaner Wert der an einer Börse gehandelten Finanztitel oder Waren,0.6238504648208618,,,momentaner Wert der an einer Börse gehandelten Finanztitel oder Waren,de,0.6238504648208618,"De Präis oder Wäert, mat deem eng Aktie, eng Währung oder en anert Finanzinstrument op der Bourse offiziell notéiert a gehandelt gëtt."
cotiséieren,VRB,to contribute,,(Beiträge) einzahlen,,cotiser,,d'Schüler brauchen net an d'Krankekeess ze cotiséieren ,COTISEIEREN1UNI1,contribute to some cause,0.6568764448165894,,,,,contribute to some cause,en,0.6568764448165894,"Bäiträg (z. B. un d’Sozialversécherung, eng Pensiounskeess oder eng Organisatioun) regelméisseg bezuelen."
Course,SUBST,race,competition,Rennen,,course,épreuve sportive,ech si bei der Course als Drëtten iwwer d'Arrivée gefuer ,COURSE1UNI1,any competition,0.6543096303939819,,,,,any competition,en,0.6543096303939819,"Organiséierte Wettkampf oder Concours, bei deem Participanten an enger bestëmmter Disziplin géintenee utreten, fir eng Leeschtung ze vergläichen an e Gewënner ze bestëmmen."
Curriculum vitae,SUBST,curriculum vitae,,Lebenslauf,,curriculum (vitæ),,"vergiess net, en aktualiséierte Curriculum vitae zesumme mat denger Demande eranzeschécken ",CURRICULUMVITAE1UNI1,,,eine Zusammenfassung Ihres akademischen und beruflichen Werdegangs,0.6888749599456787,,,eine Zusammenfassung Ihres akademischen und beruflichen Werdegangs,de,0.6888749599456787,"Dokument, dat d’Liewenslaf an d’berufflech a schoulesch Qualifikatiounen, Erfarungen a Kompetenze vun enger Persoun zesummefaasst."
Cyclist,SUBST,cyclist,,Radfahrer,,cycliste,,"wa schéint Wieder ass, si vill Cyclisten op der Strooss ",CYCLIST1UNI1,a person who rides a bicycle,0.6507141590118408,"eine Person, die ein Fahrrad fährt",0.6337668299674988,,,a person who rides a bicycle,en,0.6507141590118408,"Persoun, déi mam Vëlo fiert, besonnesch am Sport oder am Verkéier."
Daarmspigelung,SUBST,endoscopy,,Darmspiegelung,,coloscopie,,bei der Daarmspigelung huet den Dokter e puer Polyppe fonnt ,DAARMSPIGELUNG1UNI1,,,visuelle Untersuchung des Dickdarms (mit einem Kolonoskop) vom Blinddarm bis zum Enddarm; erfordert eine Sedierung,0.7572241425514221,,,visuelle Untersuchung des Dickdarms (mit einem Kolonoskop) vom Blinddarm bis zum Enddarm; erfordert eine Sedierung,de,0.7572241425514221,"Medizinesch Ënnersichung, bei där de Daarm mat engem flexibele Spigelapparat (Endoskop) vu bannen ugekuckt gëtt, fir Verännerungen oder Krankheeten ze erkennen."
Dageszeitung,SUBST,daily,"editorial department, business",Tageszeitung,"Redaktion, Unternehmen",quotidien,"rédaction, entreprise",ech maachen e Stage bei enger grousser Dageszeitung ,DAGESZEITUNG1UNI2,,,,,a business firm that publishes newspapers,0.6524432897567749,a business firm that publishes newspapers,fr,0.6524432897567749,"Eng Zeitung, déi all Dag erauskënnt a reegelméisseg iwwer aktuell Noriichten, Politik, Wirtschaft, Kultur a lokal wéi international Evenementer bericht."
dämpen,VRB,to smoke,"tobacco, drugs",rauchen,,fumer,"du tabac, de la drogue",d'Kanner hunn heemlech eng am Schapp gedämpt ,DAMPEN1UNI1,,,"den Rauch von Zigaretten, Zigarren, Pfeifen ein- und ausatmen",0.6270653009414673,,,"den Rauch von Zigaretten, Zigarren, Pfeifen ein- und ausatmen",de,0.6270653009414673,"Dämpen: Tubak oder aner Substanzen (z. B. Drogen) fëmmen oder inhaléieren, dacks fir eng berouegend oder berauschend Wierkung ze kréien."
Dar,SUBST,thorn,of a plant,Dorn,Stachel,épine,d'une plante,ech hu mech un engem Dar vum Kaktus gepickt ,DAR1UNI1,,,"eine kleine, spitze Spitze, die einem Stachel an einem Stängel oder Blatt ähnelt",0.6300349831581116,,,"eine kleine, spitze Spitze, die einem Stachel an einem Stängel oder Blatt ähnelt",de,0.6300349831581116,"Dënnen, meeschtens haarde Stängel oder Schoss vun enger Planz, deen d’Blieder, Bléien oder Friichten dréit."
daten,VRB,to date,"to go on a date with, to go out with",daten,,sortir avec,fréquenter,ech daten zënter Kuerzem mäin neien Noper ,DATEN2UNI1,go on a date with,0.7060207724571228,,,,,go on a date with,en,0.7060207724571228,"Mat enger Persoun op e Rendez-vous goen oder sech mat hir treffen, fir sech besser kennenzeléieren oder eng romantesch Bezéiung unzefänken oder ze féieren."
dauerhaft,ADJ,lasting,,dauerhaft,,durable,,d'Leit wënschen sech en dauerhafte Fridden op der Welt ,DAUERHAFT1UNI1,,,zeitlich ununterbrochen und unendlich lange andauernd,0.7452105283737183,,,zeitlich ununterbrochen und unendlich lange andauernd,de,0.7452105283737183,"Op laang Dauer bestoend; net nëmme kuerzfristeg, mee fir eng méi laang Zäit uhalend."
definéieren,VRB,to determine,to decide,definieren,festlegen,définir,"déterminer, fixer",mir mussen eis Objektiver nei definéieren ,DEFINEIEREN1UNI2,,,abschließend regeln; sich einigen,0.6519027352333069,,,abschließend regeln; sich einigen,de,0.6519027352333069,"Eng Entscheedung treffen an eppes festleeën, andeems een tëscht Méiglechkeeten auswielt."
Déifdrockgebitt,SUBST,low pressure area,,Tiefdruckgebiet,,dépression,,am Weste forméiert sech en Déifdrockgebitt ,DEIFDROCKGEBITT1UNI1,,,,,an air mass of lower pressure; often brings precipitation,0.6049887537956238,an air mass of lower pressure; often brings precipitation,fr,0.6049887537956238,"E meteorologescht Gebitt mat nidderegem Loftdrock, an deem d’Loft no uewen opstéisst an dacks Wand, Wolleken a Nidderschléi verursaacht."
demaskéieren,VRB,to unmask,,demaskieren,entlarven,démasquer,"dévoiler, confondre",de Spioun gouf demaskéiert a verhaft ,DEMASKEIEREN1UNI1,take the mask off,0.6215293407440186,,,,,take the mask off,en,0.6215293407440186,"D’Identitéit oder déi richteg Absichten vun enger Persoun oder Saach opdecken; eng Mask oder Verkleedung ewechhuelen an eppes als dat entlarven, wat et wierklech ass."
dënn,ADJ,thin,"rarefied, sparse",dünn,"nicht dicht, spärlich",rare,peu dense,hei uewen an de Bierger ass d'Loft dënn ,DENN1UNI3,,,von geringem Ausmaß,0.6670820713043213,,,von geringem Ausmaß,de,0.6670820713043213,"Mat wéineg Dicht oder wéineg Substanz; net déck, rarifizéiert oder spuersam verdeelt."
