lemma	pos	en_word	en_definition	de_word	de_definition	fr_word	fr_definition	sentence	code	wn_definition_en	confidence_en	wn_definition_de	confidence_de	wn_definition_fr	confidence_fr	wn_definition	definition_language	confidence	lux_definition
arithmeetesch	ADJ	arithmetical		arithmetisch		arithmétique		deng arithmeetesch Approche vum Problem ass net déi eenzeg richteg 	ARITHMEETESCH1UNI1			sich auf die Arithmetik beziehend oder diese beinhaltend	0.6555174589157104			sich auf die Arithmetik beziehend oder diese beinhaltend	German	0.6555174589157104	op d’Rechenkonst bezunn oder se enthalegend
Armeenier	SUBST	Armenian		Armenier		Arménien		mäi beschte Frënd ass Armeenier 	ARMEENIER1UNI1	the Indo-European language spoken predominantly in Armenia, but also in Azerbaijan	0.6457908153533936					the Indo-European language spoken predominantly in Armenia, but also in Azerbaijan	English	0.6457908153533936	déi indoeuropäesch Sprooch, déi virun allem an Armenien geschwat gëtt, awer och an Aserbaidschan
Arméi	SUBST	army	military forces	Armee		armée	ensemble de troupes armées	déi zwou Arméien hate grouss Verloschter 	ARMEI1UNI1	a permanent organization of the military land forces of a nation or state	0.6456294655799866					a permanent organization of the military land forces of a nation or state	English	0.6456294655799866	eng dauerhaft Organisatioun vun de militäresche Landtruppe vun enger Natioun oder engem Staat
arnaquéieren	VRB			betrügen		arnaquer		en ettlech Leit goufen an der Lescht iwwer E-Mail an Telefon arnaquéiert 	ARNAQUEIEREN1UNI1			betrügerisches Verhalten an den Tag legen; Tricksen oder Betrügen	0.765872061252594			betrügerisches Verhalten an den Tag legen; Tricksen oder Betrügen	German	0.765872061252594	sech op eng bedréiglech Aart a Weis verhalen; tricksen oder bedréien
Aroma	SUBST	aroma	bouquet, fragrance	Aroma	Duft	arôme	parfum	den Aroma vum Roude Wäin entfaalt sech am beschten a grousse Glieser 	AROMA1UNI1			ein unverwechselbarer Geruch, der angenehm ist	0.6219806671142578			ein unverwechselbarer Geruch, der angenehm ist	German	0.6219806671142578	en eenzegaartege Geroch, deen agreabel ass
Aroma	SUBST	flavouring		Aroma	Geschmacksstoff	arôme	additif aromatisant	an deene Kamelle sinn dräi verschidde kënschtlech Aromaen 	AROMA1UNI2			etwas, das Lebensmitteln vor allem wegen ihres Geschmacks zugesetzt wird	0.6234938502311707			etwas, das Lebensmitteln vor allem wegen ihres Geschmacks zugesetzt wird	German	0.6234938502311707	eppes, dat virun allem wéinst sengem Goût u Liewensmëttel dobäigesat gëtt
arrangéieren	VRB	to arrange		regeln		arranger	régler	mir kënne villes iwwer Telefon arrangéieren 	ARRANGEIEREN1UNI1	make arrangements for	0.6530534029006958					make arrangements for	English	0.6530534029006958	Virbereedunge fir eppes treffen
Arrhythmie	SUBST	arrhythmia		Arrhythmie		arythmie (cardiaque)		nom Test krut ech vun der Häerzdoktesch eng geféierlech Arrhythmie diagnostizéiert 	ARRHYTHMIE1UNI1	an abnormal rate of muscle contractions in the heart	0.6007511615753174					an abnormal rate of muscle contractions in the heart	English	0.6007511615753174	eng ongewéinlech Vitess vun de Muskelzéien am Häerz
Arrivée	SUBST	arrival	process of arriving	Ankunft		arrivée	action d'arriver	mir hunn de Moment eng reegelméisseg Arrivée vu Flüchtlingen ouni Pabeieren 	ARRIVEE1UNI2	the act of arriving at a certain place	0.7332230806350708					the act of arriving at a certain place	English	0.7332230806350708	d’Akt, fir op eng bestëmmte Plaz unzekommen
Arteerieverkalkung	SUBST	arteriosclerosis		Arteriosklerose		artériosclérose		den Dokter huet festgestallt, datt d'Patientin un Arteerieverkalkung leit 	ARTEERIEVERKALKUNG1UNI1	sclerosis of the arterial walls	0.6785666942596436	Sklerose der Arterienwände	0.7128989696502686	sclerosis of the arterial walls	0.6785666942596436	sclerosis of the arterial walls	English	0.6785666942596436	Verhaartung vun de Mauere vun den Arterien
Arthritt	SUBST	arthritis		Arthritis		arthrite		ech hunn eng Arthritt am rietsen Handgelenk 	ARTHRITT1UNI1	inflammation of a joint or joints	0.6301209330558777					inflammation of a joint or joints	English	0.6301209330558777	Entzündung vun engem oder méi Gelenker
Artikel	SUBST	clause	in a legal document, in a contract	Artikel	in einem Vertrag, einem Gesetz, einer Satzung	article	d'un contrat, d'un texte législatif	den Artikel 5 vum Gesetzesprojet gouf vun der Kommissioun amendéiert 	ARTIKEL1UNI2	a separate section of a legal document (as a statute or contract or will)	0.6733800172805786	ein gesonderter Abschnitt eines Rechtsdokuments (wie ein Gesetz, ein Vertrag oder ein Testament)	0.6901875734329224	a separate section of a legal document (as a statute or contract or will)	0.6733799576759338	a separate section of a legal document (as a statute or contract or will)	English	0.6733800172805786	en eegene Paragraf an engem juristeschen Dokument (wéi engem Gesetz, engem Kontrakt oder engem Testament)
artikuléieren	VRB	to articulate	to pronounce	artikulieren		articuler	prononcer	wéinst enger neurologescher Krankheet kann hatt net däitlech artikuléieren 	ARTIKULEIEREN1UNI1			klar ausdrücken oder erklären	0.6313186883926392			klar ausdrücken oder erklären	German	0.6313186883926392	kloer ausdrécken oder erklären
artikuléieren	VRB	to articulate	to express	artikulieren		exprimer	formuler	jidderee soll d'Méiglechkeet kréien, seng Meenung ze artikuléieren 	ARTIKULEIEREN1UNI2			klar ausdrücken oder erklären	0.6313186883926392			klar ausdrücken oder erklären	German	0.6313186883926392	kloer ausdrécken oder erklären
Artillerie	SUBST	artillery	branch of the army	Artillerie	Truppe	artillerie	bataillon, troupe	déi feindlech Artillerie réckelt ëmmer méi no 	ARTILLERIE1UNI2	an army unit that uses big guns	0.6685541868209839			an army unit that uses big guns	0.6685541868209839	an army unit that uses big guns	English	0.6685541868209839	eng militäresch Eenheet, déi grouss Kanoune benotzt
asammelen	VRB	to collect	to pick up, to take in	einsammeln		ramasser		hien huet déi eidel Fläschen agesammelt 	ASAMMELEN1UNI2			einen Vorrat von etwas anlegen, damit man etwas zur Verfügung hat	0.6216921806335449			einen Vorrat von etwas anlegen, damit man etwas zur Verfügung hat	German	0.6216921806335449	e Bestand uleeë vun eppes, fir datt een eppes zur Verfügung huet
Asaz	SUBST	deployment		Einsatz	Gebrauch	emploi	utilisation	den Asaz vun erneierbaren Energië soll gefërdert ginn 	ASAZ1UNI4			wofür etwas verwendet wird	0.6215732097625732			wofür etwas verwendet wird	German	0.6215732097625732	woufir eppes benotzt gëtt
Aschätzung	SUBST	judgement		Einschätzung		jugement		eiser Aschätzung no erfëllt de Projet déi zwou Konditiounen net 	ASCHATZUNG1UNI1	an opinion formed by judging something	0.6761277914047241			an opinion formed by judging something	0.6761279106140137	an opinion formed by judging something	English	0.6761277914047241	eng Meenung, déi entsteet, wann een eppes bewäert
Äschebecher	SUBST	ashtray		Aschenbecher		cendrier		ech wëll eng fëmmen, hues de en Äschebecher bei Hand? 	ASCHEBECHER1UNI1	a receptacle for the ash from smokers' cigars or cigarettes	0.6827637553215027			a receptacle for the ash from smokers' cigars or cigarettes	0.6827635765075684	a receptacle for the ash from smokers' cigars or cigarettes	English	0.6827637553215027	e Behälter fir d’Äsch vu Fëmmerten hir Zigaren oder Zigaretten
aschécken	VRB	to send in	by post	einschicken		envoyer	expédier à un service ou organisme	d'Kandidature musse virum 1. Mee ageschéckt ginn 	ASCHECKEN1UNI1			einliefern; zustellen lassen	0.7815036773681641			einliefern; zustellen lassen	German	0.7815036773681641	ofginn; liwwere loossen
Äschenteller	SUBST	ashtray		Aschenbecher		cendrier	de fumeur	hatt dréckt seng Zigarett am Äschenteller aus 	ASCHENTELLER1UNI1	a receptacle for the ash from smokers' cigars or cigarettes	0.6827637553215027			a receptacle for the ash from smokers' cigars or cigarettes	0.6827635765075684	a receptacle for the ash from smokers' cigars or cigarettes	English	0.6827637553215027	e Behälter fir d’Äsche vu Zigarren oder Zigaretten, déi gefëmmt ginn
aschléiferen	VRB	to anaesthetize		einschläfern		anesthésier		d'Patientin gëtt virun der Operatioun ageschléifert 	ASCHLEIFEREN1UNI3	administer an anesthetic drug to	0.6183742880821228			administer an anesthetic drug to	0.6183742880821228	administer an anesthetic drug to	English	0.6183742880821228	eng Narkos ginn fir
aschloen	VRB	to smash		einschlagen	zertrümmern	fracasser		hie krut bei enger Kläpperei d'Zänn ageschloen 	ASCHLOEN1UNI2			beschädigen oder zerstören	0.7197802066802979			beschädigen oder zerstören	German	0.7197802066802979	beschiedegen oder futti maachen
Aschränkung	SUBST	limitation		Einschränkung	Beschränkung	limitation		de ville Kaméidi laanscht d'Haaptstrooss bedeit eng Aschränkung vun der Liewensqualitéit 	ASCHRANKUNG1UNI2	the quality of being limited or restricted	0.6024796962738037	eine Regel oder Bedingung, die die Freiheit einschränkt	0.6688324809074402	the quality of being limited or restricted	0.6024796962738037	the quality of being limited or restricted	English	0.6024796962738037	d’Eegenschaft, nëmme bis zu engem bestëmmte Mooss méiglech ze sinn oder ënner Grenze gestallt ze sinn
aschreiwen	VRB	to note	to write down	einschreiben		inscrire	noter, enregistrer	de Personalchef schreift all Dag d'Absencen an 	ASCHREIWEN1UNI1	make a written note of	0.7035773992538452					make a written note of	English	0.7035773992538452	eng schrëftlech Notiz vun eppes maachen
aseefen	VRB	to soap		einseifen	mit Seife einreiben	savonner		fréier goufen d'Schaffboxen op der Hand ageseeft a geschruppt 	ASEEFEN1UNI1			mit Seife einreiben, meist zum Zwecke der Reinigung	0.8775949478149414			mit Seife einreiben, meist zum Zwecke der Reinigung	German	0.8775949478149414	mat Seef andreiwen, meeschtens fir ze botzen
Aserbaidjaner	SUBST	Azerbaijani		Aserbaidschaner		Azerbaïdjanais		mäi beschte Frënd ass Aserbaidjaner 	ASERBAIDJANER1UNI1	the Turkic language spoken by the Azerbaijani	0.7616756558418274					the Turkic language spoken by the Azerbaijani	English	0.7616756558418274	déi turkesch Sprooch, déi vun den Awunner aus Aserbaidschan geschwat gëtt
aserbaidjanesch	ADJ	Azerbaijani		aserbaidschanisch		azerbaïdjanais		op eiser Rees hu mir déi aserbaidjanesch Kultur kenne geléiert 	ASERBAIDJANESCH1UNI1	of or pertaining to Azerbaijan or the people or culture of Azerbaijan	0.610621452331543					of or pertaining to Azerbaijan or the people or culture of Azerbaijan	English	0.610621452331543	aus Aserbaidschan oder zu de Leit oder der Kultur vun Aserbaidschan gehéierend
asetzen	VRB	to call in	to assign, to deploy	einsetzen	hinzuziehen	faire appel à	faire intervenir	am Kader vun där kriddeleger Enquête huet d'Police eng Spezialkommissioun agesat 	ASETZEN1UNI1			einführen, verordnen oder einrichten	0.641821026802063			einführen, verordnen oder einrichten	German	0.641821026802063	aféieren, virschreiwen oder ariichten
asetzen	VRB	to designate		einsetzen	ernennen	désigner	choisir	de Minister huet en neien Direkter fir d'Archiven agesat 	ASETZEN1UNI2	decree or designate beforehand	0.7012197971343994					decree or designate beforehand	English	0.7012197971343994	am Viraus festleeën oder bestëmmen
asetzen	VRB	to fit	in a text	einsetzen		insérer		brauchs de Hëllef, fir déi nei Fënster anzesetzen ? 	ASETZEN1UNI4			einführen, verordnen oder einrichten	0.6583283543586731			einführen, verordnen oder einrichten	German	0.6583283543586731	aféieren, virschreiwen oder ariichten
asetzen	VRB	to start (suddenly)		einsetzen		commencer (soudainement)		mir souze knapps, dunn huet den Orchester schonn agesat 	ASETZEN1UNI8			einführen, verordnen oder einrichten	0.6583283543586731			einführen, verordnen oder einrichten	German	0.6583283543586731	aféieren, virschreiwen oder ariichten
asickeren	VRB	to soak into		einsickern		s'infiltrer	pénétrer	de Ree sickert séier an de sandege Buedem an 	ASICKEREN1UNI1					be or become thoroughly soaked or saturated with a liquid	0.6176009774208069	be or become thoroughly soaked or saturated with a liquid	English	0.6176009774208069	ganz oder ëmmer méi komplett mat enger Flëssegkeet duerchdrénkt sinn oder ginn
aspanen	VRB	to clamp	to fasten	einspannen	ein Gerät, ein Werkstück	fixer	un outil, une pièce à façonner	span d'Staang an de Schraufstack an ! 	ASPANEN1UNI2	fasten or fix with a clamp	0.6537193059921265					fasten or fix with a clamp	English	0.6537193059921265	mat enger Spannklem festmaachen oder fixéieren
aspären	VRB	to lock up		einsperren		enfermer		de Verbriecher ass fir fënnef Joer agespaart ginn 	ASPAREN1UNI2					lock up or confine, in or as in a jail	0.6764053106307983	lock up or confine, in or as in a jail	English	0.6764053106307983	ewechspären oder festhalen, an oder wéi an engem Prisong
Aspegic	SUBST	aspirin	painkiller	Schmerzmittel	zum Einnehmen	antidouleur	comprimé	ech hunn därmoossen de Kapp wéi, hues de keng Aspegic an der Posch? 	ASPEGIC1UNI1					a medicine used to relieve pain	0.7783530950546265	a medicine used to relieve pain	English	0.7783530950546265	e Medikament, dat benotzt gëtt, fir Péng ze linderen
Asphalt	SUBST	asphalt		Asphalt		asphalte	revêtement routier	déi nächst dräi Deeg ass d'Haaptstrooss gespaart, well den Asphalt frëschgemaach gëtt 	ASPHALT1UNI1	mixed asphalt and crushed gravel or sand; used especially for paving but also for roofing	0.6442428827285767			mixed asphalt and crushed gravel or sand; used especially for paving but also for roofing	0.6442428827285767	mixed asphalt and crushed gravel or sand; used especially for paving but also for roofing	English	0.6442428827285767	eng Mëschung aus Bitumen an zerdréckte Kies oder Sand; gëtt virun allem fir d’Befestegung vu Stroossen a Weeër benotzt, mee och fir Daachofdeckungen
Aspirin	SUBST	aspirin	painkiller	Schmerzmittel	zum Einnehmen	antidouleur	comprimé	ech hunn därmoossen de Kapp wéi, hues de keng Aspirin an der Posch? 	ASPIRIN1UNI1					a medicine used to relieve pain	0.7783530950546265	a medicine used to relieve pain	English	0.7783530950546265	e Medikament, dat benotzt gëtt, fir Péng ze linderen
Aspro	SUBST	aspirin	painkiller	Schmerzmittel	zum Einnehmen	antidouleur	comprimé	ech hunn därmoossen de Kapp wéi, hues de keng Aspro an der Posch? 	ASPRO1UNI1					a medicine used to relieve pain	0.7783530950546265	a medicine used to relieve pain	English	0.7783530950546265	e Medikament, dat benotzt gëtt, fir Péng ze linderen
Assistant social	SUBST	social worker		Sozialarbeiter		assistant (de service) social		wann et schlëmm Problemer an enger Famill gëtt, gëtt en Assistant social ageschalt 	ASSISTANTSOCIAL1UNI1			eine Person, die soziale Dienstleistungen erbringt (insbesondere für benachteiligte Menschen)	0.630017876625061			eine Person, die soziale Dienstleistungen erbringt (insbesondere für benachteiligte Menschen)	German	0.630017876625061	eng Persoun, déi sozial Déngschtleeschtunge mécht (besonnesch fir benodeelegt Leit)
